,Date Reported As Of,PID,Project Name,Description,Category,Borough,Managing Agency,Client Agency,Current Phase,Design Start,Budget Forecast,Latest Budget Changes,Total Budget Changes,Forecast Completion,Latest Schedule Changes,Total Schedule Changes,Original Budget,Original Completion,Original Expected Duration,Latest Budget Changes (Scaled to Original),Total Budget Changes (Scaled to Original),Latest Schedule Changes (Scaled to Original),Total Schedule Changes (Scaled to Original),Total Frequency of Budget Changes,Total Frequency of Schedule Changes,Cumulative Budget Changes ($),Cumulative Schedule Changes (days),Budget_Change_Boolean,Schedule_Change_Boolean,Cumulative Budget Changes (no. of times),Cumulative Schedule Changes (no. of times)
1181,2016-11-01,514,Trunk Water Main in Leonard Street,"Trunk and distribution water mains replacement in Leonard St. between Driggs Avenue and Maujer Street, Borough of Brooklyn",Water Supply,Brooklyn,DDC,DEP,Construction,2012-07-30,43902000.0,555000.0,2562000.0,2019-11-27,126.0,126.0,43347000.0,2019-07-24,4026.0,0.012803654232126791,0.059104436293169076,0.03129657228017884,0.03129657228017884,6.0,1.0,555000.0,126.0,1.0,1.0,1.0,1.0
1180,2017-04-01,514,Trunk Water Main in Leonard Street,"Trunk and distribution water mains replacement in Leonard St. between Driggs Avenue and Maujer Street, Borough of Brooklyn",Water Supply,Brooklyn,DDC,DEP,Construction,2012-07-30,44444000.0,542000.0,2562000.0,2019-11-27,0.0,126.0,43347000.0,2019-07-24,4026.0,0.012503748817680578,0.059104436293169076,0.0,0.03129657228017884,6.0,1.0,1097000.0,126.0,1.0,0.0,2.0,1.0
1179,2017-09-01,514,Trunk Water Main in Leonard Street,"Trunk and distribution water mains replacement in Leonard St. between Driggs Avenue and Maujer Street, Borough of Brooklyn",Water Supply,Brooklyn,DDC,DEP,Construction,2012-07-30,44444000.0,0.0,2562000.0,2019-11-27,0.0,126.0,43347000.0,2019-07-24,4026.0,0.0,0.059104436293169076,0.0,0.03129657228017884,6.0,1.0,1097000.0,126.0,0.0,0.0,2.0,1.0
1178,2018-03-01,514,Trunk Water Main in Leonard Street,"Trunk and distribution water mains replacement in Leonard St. between Driggs Avenue and Maujer Street, Borough of Brooklyn",Water Supply,Brooklyn,DDC,DEP,Construction,2012-07-30,44444000.0,0.0,2562000.0,2019-11-27,0.0,126.0,43347000.0,2019-07-24,4026.0,0.0,0.059104436293169076,0.0,0.03129657228017884,6.0,1.0,1097000.0,126.0,0.0,0.0,2.0,1.0
1177,2018-08-01,514,Trunk Water Main in Leonard Street,"Trunk and distribution water mains replacement in Leonard St. between Driggs Avenue and Maujer Street, Borough of Brooklyn",Water Supply,Brooklyn,DDC,DEP,Construction,2012-07-30,45103000.0,659000.0,2562000.0,2019-11-27,0.0,126.0,43347000.0,2019-07-24,4026.0,0.015202897547696496,0.059104436293169076,0.0,0.03129657228017884,6.0,1.0,1756000.0,126.0,1.0,0.0,3.0,1.0
1176,2019-01-01,514,Trunk Water Main in Leonard Street,"Trunk and distribution water mains replacement in Leonard St. between Driggs Avenue and Maujer Street, Borough of Brooklyn",Water Supply,Brooklyn,DDC,DEP,Construction,2012-07-30,45491000.0,388000.0,2562000.0,2019-11-27,0.0,126.0,43347000.0,2019-07-24,4026.0,0.008951023138856207,0.059104436293169076,0.0,0.03129657228017884,6.0,1.0,2144000.0,126.0,1.0,0.0,4.0,1.0
1175,2019-05-01,514,Trunk Water Main in Leonard Street,Trunk and distribution water mains replacement in:    Leonard Street between Driggs Avenue and Maujer Street,Water Supply,Brooklyn,DDC,DEP,Construction,2008-07-15,45911000.0,420000.0,2562000.0,2019-11-27,0.0,126.0,43347000.0,2019-07-24,4026.0,0.009689251851339193,0.059104436293169076,0.0,0.03129657228017884,6.0,1.0,2564000.0,126.0,1.0,0.0,5.0,1.0
1174,2019-09-01,514,Trunk Water Main in Leonard Street,Trunk and distribution water mains replacement in:    Leonard Street between Driggs Avenue and Maujer Street,Water Supply,Brooklyn,DDC,DEP,Construction,2008-07-15,45909000.0,-2000.0,2562000.0,2019-11-27,0.0,126.0,43347000.0,2019-07-24,4026.0,-4.613929453018663e-05,0.059104436293169076,0.0,0.03129657228017884,6.0,1.0,2562000.0,126.0,1.0,0.0,6.0,1.0
1191,2016-06-01,515,"Coney Island Area, Phase 2B","Reconstruction of Storm and Sanitary sewers, Trunk and Distribution Water Main in Coney Island Area -Phase 2A, Borough of Brooklyn.",Industrial Development,Brooklyn,DDC,DEP,Construction Procurement,2012-10-26,53324000.0,0.0,5639000.0,2019-02-28,0.0,939.0,53324000.0,2019-02-28,2526.0,0.0,0.10574975620733629,0.0,0.37173396674584325,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1190,2016-11-01,515,"Coney Island Area, Phase 2B","Reconstruction of Storm and Sanitary sewers, Trunk and Distribution Water Main in Coney Island Area -Phase 2A, Borough of Brooklyn.",Industrial Development,Brooklyn,DDC,DEP,Construction,2012-10-26,55495000.0,2171000.0,5639000.0,2019-04-21,52.0,939.0,53324000.0,2019-02-28,2526.0,0.0407133748405971,0.10574975620733629,0.02058590657165479,0.37173396674584325,4.0,3.0,2171000.0,52.0,1.0,1.0,1.0,1.0
1189,2017-04-01,515,"Coney Island Area, Phase 2B","Reconstruction of Storm and Sanitary sewers, Trunk and Distribution Water Main in Coney Island Area -Phase 2A, Borough of Brooklyn.",Industrial Development,Brooklyn,DDC,DEP,Construction,2012-10-26,54216000.0,-1279000.0,5639000.0,2019-04-21,0.0,939.0,53324000.0,2019-02-28,2526.0,-0.023985447453304328,0.10574975620733629,0.0,0.37173396674584325,4.0,3.0,892000.0,52.0,1.0,0.0,2.0,1.0
1188,2017-09-01,515,"Coney Island Area, Phase 2B","Reconstruction of Storm and Sanitary sewers, Trunk and Distribution Water Main in Coney Island Area -Phase 2A, Borough of Brooklyn.",Industrial Development,Brooklyn,DDC,DEP,Construction,2012-10-26,54216000.0,0.0,5639000.0,2019-04-21,0.0,939.0,53324000.0,2019-02-28,2526.0,0.0,0.10574975620733629,0.0,0.37173396674584325,4.0,3.0,892000.0,52.0,0.0,0.0,2.0,1.0
1187,2018-03-01,515,"Coney Island Area, Phase 2B","Reconstruction of Storm and Sanitary sewers, Trunk and Distribution Water Main in Coney Island Area -Phase 2A, Borough of Brooklyn.",Industrial Development,Brooklyn,DDC,DEP,Construction,2012-10-26,54216000.0,0.0,5639000.0,2019-04-23,2.0,939.0,53324000.0,2019-02-28,2526.0,0.0,0.10574975620733629,0.000791765637371338,0.37173396674584325,4.0,3.0,892000.0,54.0,0.0,1.0,2.0,2.0
1186,2018-08-01,515,"Coney Island Area, Phase 2B","Reconstruction of Storm and Sanitary sewers, Trunk and Distribution Water Main in Coney Island Area -Phase 2A, Borough of Brooklyn.",Industrial Development,Brooklyn,DDC,DEP,Construction,2012-10-26,54216000.0,0.0,5639000.0,2019-04-23,0.0,939.0,53324000.0,2019-02-28,2526.0,0.0,0.10574975620733629,0.0,0.37173396674584325,4.0,3.0,892000.0,54.0,0.0,0.0,2.0,2.0
1185,2019-01-01,515,"Coney Island Area, Phase 2B","Reconstruction of Storm and Sanitary sewers, Trunk and Distribution Water Main in Coney Island Area -Phase 2A, Borough of Brooklyn.",Industrial Development,Brooklyn,DDC,DEP,Construction,2012-10-26,54216000.0,0.0,5639000.0,2021-09-24,885.0,939.0,53324000.0,2019-02-28,2526.0,0.0,0.10574975620733629,0.3503562945368171,0.37173396674584325,4.0,3.0,892000.0,939.0,0.0,1.0,2.0,3.0
1184,2019-05-01,515,"Coney Island Area, Phase 2B","Reconstruction of Storm and Sanitary sewer, Trunk and distribution water main in Coney Island area - Phase-2B, Borough of Brooklyn.",Industrial Development,Brooklyn,DDC,DEP,Construction,2012-03-30,58366000.0,4150000.0,5639000.0,2021-09-24,0.0,939.0,53324000.0,2019-02-28,2526.0,0.07782611957092492,0.10574975620733629,0.0,0.37173396674584325,4.0,3.0,5042000.0,939.0,1.0,0.0,3.0,3.0
1183,2019-09-01,515,"Coney Island Area, Phase 2B","Reconstruction of Storm and Sanitary sewer, Trunk and distribution water main in Coney Island area - Phase-2B, Borough of Brooklyn.",Industrial Development,Brooklyn,DDC,DEP,Construction,2012-03-30,58963000.0,597000.0,5639000.0,2021-09-24,0.0,939.0,53324000.0,2019-02-28,2526.0,0.011195709249118595,0.10574975620733629,0.0,0.37173396674584325,4.0,3.0,5639000.0,939.0,1.0,0.0,4.0,3.0
1200,2016-06-01,516,"Coney Island Area, Phase 3A","Reconstruction of Storm and Sanitary sewers, Trunk and Distribution Water Main in Coney Island Area -Phase 3A, Borough of Brooklyn.",Industrial Development,Brooklyn,DDC,DEP,Design,2014-03-17,38153000.0,0.0,23393000.0,2020-07-30,0.0,1184.0,38153000.0,2020-07-30,2327.0,0.0,0.613136581658061,0.0,0.5088096261280619,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1199,2016-11-01,516,"Coney Island Area, Phase 3A","Reconstruction of Storm and Sanitary sewers, Trunk and Distribution Water Main in Coney Island Area -Phase 3A, Borough of Brooklyn.",Industrial Development,Brooklyn,DDC,DEP,Design,2014-03-17,39427000.0,1274000.0,23393000.0,2021-07-08,343.0,1184.0,38153000.0,2020-07-30,2327.0,0.03339186957775273,0.613136581658061,0.14740008594757198,0.5088096261280619,5.0,5.0,1274000.0,343.0,1.0,1.0,1.0,1.0
1198,2017-04-01,516,"Coney Island Area, Phase 3A","Reconstruction of Storm and Sanitary sewers, Trunk and Distribution Water Main in Coney Island Area -Phase 3A, Borough of Brooklyn.",Industrial Development,Brooklyn,DDC,DEP,Design,2014-03-17,39427000.0,0.0,23393000.0,2021-07-08,0.0,1184.0,38153000.0,2020-07-30,2327.0,0.0,0.613136581658061,0.0,0.5088096261280619,5.0,5.0,1274000.0,343.0,0.0,0.0,1.0,1.0
1197,2017-09-01,516,"Coney Island Area, Phase 3A","Reconstruction of Storm and Sanitary sewers, Trunk and Distribution Water Main in Coney Island Area -Phase 3A, Borough of Brooklyn.",Industrial Development,Brooklyn,DDC,DEP,Design,2014-03-17,39427000.0,0.0,23393000.0,2021-09-06,60.0,1184.0,38153000.0,2020-07-30,2327.0,0.0,0.613136581658061,0.02578427159432746,0.5088096261280619,5.0,5.0,1274000.0,403.0,0.0,1.0,1.0,2.0
1196,2018-03-01,516,"Coney Island Area, Phase 3A","Reconstruction of Storm and Sanitary sewers, Trunk and Distribution Water Main in Coney Island Area -Phase 3A, Borough of Brooklyn.",Industrial Development,Brooklyn,DDC,DEP,Construction Procurement,2014-03-17,39427000.0,0.0,23393000.0,2021-08-15,-22.0,1184.0,38153000.0,2020-07-30,2327.0,0.0,0.613136581658061,-0.009454232917920068,0.5088096261280619,5.0,5.0,1274000.0,381.0,0.0,1.0,1.0,3.0
1195,2018-08-01,516,"Coney Island Area, Phase 3A","Reconstruction of Storm and Sanitary sewers, Trunk and Distribution Water Main in Coney Island Area -Phase 3A, Borough of Brooklyn.",Industrial Development,Brooklyn,DDC,DEP,Construction Procurement,2014-03-17,61315000.0,21888000.0,23393000.0,2022-11-27,469.0,1184.0,38153000.0,2020-07-30,2327.0,0.5736901423217047,0.613136581658061,0.20154705629565964,0.5088096261280619,5.0,5.0,23162000.0,850.0,1.0,1.0,2.0,4.0
1194,2019-01-01,516,"Coney Island Area, Phase 3A","Reconstruction of Storm and Sanitary sewers, Trunk and Distribution Water Main in Coney Island Area -Phase 3A, Borough of Brooklyn.",Industrial Development,Brooklyn,DDC,DEP,Construction Procurement,2014-03-17,61616000.0,301000.0,23393000.0,2022-11-27,0.0,1184.0,38153000.0,2020-07-30,2327.0,0.00788928786727125,0.613136581658061,0.0,0.5088096261280619,5.0,5.0,23463000.0,850.0,1.0,0.0,3.0,4.0
1193,2019-05-01,516,"Coney Island Area, Phase 3A","Reconstruction of Storm and Sanitary sewer, Trunk and distribution water main in Coney Island area - Phase 3A, Borough of Brooklyn",Industrial Development,Brooklyn,DDC,DEP,Construction Procurement,2014-03-17,61696000.0,80000.0,23393000.0,2023-10-27,334.0,1184.0,38153000.0,2020-07-30,2327.0,0.002096820695620266,0.613136581658061,0.14353244520842287,0.5088096261280619,5.0,5.0,23543000.0,1184.0,1.0,1.0,4.0,5.0
1192,2019-09-01,516,"Coney Island Area, Phase 3A","Reconstruction of Storm and Sanitary sewer, Trunk and distribution water main in Coney Island area - Phase 3A, Borough of Brooklyn",Industrial Development,Brooklyn,DDC,DEP,Construction Procurement,2014-03-17,61546000.0,-150000.0,23393000.0,2023-10-27,0.0,1184.0,38153000.0,2020-07-30,2327.0,-0.003931538804287998,0.613136581658061,0.0,0.5088096261280619,5.0,5.0,23393000.0,1184.0,1.0,0.0,5.0,5.0
1208,2016-11-01,519,"Ped Safety Upgrades on Atlantic Avenue, Phase 2","Safety Improvements on Atlantic Ave from Conduit Avenue to Rockaway Blvd, Phase 2, Brooklyn",Streets and Roadways,,DDC,DOT,Design,2016-08-04,30359852.0,484348.0,10088496.0,2020-07-30,0.0,916.0,29875504.0,2020-07-30,1456.0,0.016212211850886265,0.3376845458406325,0.0,0.6291208791208791,7.0,5.0,484348.0,0.0,1.0,0.0,1.0,0.0
1207,2017-04-01,519,"Ped Safety Upgrades on Atlantic Avenue, Phase 2","Safety Improvements on Atlantic Ave from Conduit Avenue to Rockaway Blvd, Phase 2, Brooklyn",Streets and Roadways,,DDC,DOT,Design,2016-08-04,37375000.0,7015148.0,10088496.0,2021-02-27,212.0,916.0,29875504.0,2020-07-30,1456.0,0.23481270809690774,0.3376845458406325,0.14560439560439561,0.6291208791208791,7.0,5.0,7499496.0,212.0,1.0,1.0,2.0,1.0
1206,2017-09-01,519,"Ped Safety Upgrades on Atlantic Avenue, Phase 2","Safety Improvements on Atlantic Ave from Conduit Avenue to Rockaway Blvd, Phase 2, Brooklyn",Streets and Roadways,,DDC,DOT,Design,2016-08-04,39140000.0,1765000.0,10088496.0,2021-02-27,0.0,916.0,29875504.0,2020-07-30,1456.0,0.059078501236330606,0.3376845458406325,0.0,0.6291208791208791,7.0,5.0,9264496.0,212.0,1.0,0.0,3.0,1.0
1205,2018-03-01,519,"Ped Safety Upgrades on Atlantic Avenue, Phase 2","Safety Improvements on Atlantic Ave from Conduit Avenue to Rockaway Blvd, Phase 2, Brooklyn",Streets and Roadways,,DDC,DOT,Design,2016-08-04,39140000.0,0.0,10088496.0,2021-12-21,297.0,916.0,29875504.0,2020-07-30,1456.0,0.0,0.3376845458406325,0.20398351648351648,0.6291208791208791,7.0,5.0,9264496.0,509.0,0.0,1.0,3.0,2.0
1204,2018-08-01,519,"Ped Safety Upgrades on Atlantic Avenue, Phase 2","Safety Improvements on Atlantic Ave from Conduit Avenue to Rockaway Blvd, Phase 2, Brooklyn",Streets and Roadways,,DDC,DOT,Design,2016-08-04,39473000.0,333000.0,10088496.0,2021-12-21,0.0,916.0,29875504.0,2020-07-30,1456.0,0.011146255474049911,0.3376845458406325,0.0,0.6291208791208791,7.0,5.0,9597496.0,509.0,1.0,0.0,4.0,2.0
1203,2019-01-01,519,"Ped Safety Upgrades on Atlantic Avenue, Phase 2","Safety Improvements on Atlantic Ave from Conduit Avenue to Rockaway Blvd, Phase 2, Brooklyn",Streets and Roadways,,DDC,DOT,Design,2016-08-04,44269000.0,4796000.0,10088496.0,2022-06-17,178.0,916.0,29875504.0,2020-07-30,1456.0,0.16053285661724737,0.3376845458406325,0.12225274725274725,0.6291208791208791,7.0,5.0,14393496.0,687.0,1.0,1.0,5.0,3.0
1202,2019-05-01,519,"Ped Safety Upgrades on Atlantic Avenue, Phase 2","PED. SAFETY UPGRADES ON ATLANTIC AVE - PH 2, BROOKLYN",Streets and Roadways,,DDC,DOT,Design,2016-08-04,39983000.0,-4286000.0,10088496.0,2022-11-19,155.0,916.0,29875504.0,2020-07-30,1456.0,-0.143462014900234,0.3376845458406325,0.10645604395604395,0.6291208791208791,7.0,5.0,10107496.0,842.0,1.0,1.0,6.0,4.0
1201,2019-09-01,519,"Ped Safety Upgrades on Atlantic Avenue, Phase 2","PED. SAFETY UPGRADES ON ATLANTIC AVE - PH 2, BROOKLYN",Streets and Roadways,,DDC,DOT,Design,2016-08-04,39964000.0,-19000.0,10088496.0,2023-02-01,74.0,916.0,29875504.0,2020-07-30,1456.0,-0.0006359725345554003,0.3376845458406325,0.050824175824175824,0.6291208791208791,7.0,5.0,10088496.0,916.0,1.0,1.0,7.0,5.0
1217,2016-06-01,520,Reconstruction of Warren and John Streets,Roadway reconstruction of Warren Street from West Street to Broadway and John Street from Broadway to William Street,Streets and Roadways,Manhatten,DDC,DOT,Construction Procurement,2004-12-06,31679000.0,0.0,4161000.0,2018-03-09,0.0,729.0,31679000.0,2018-03-09,4841.0,0.0,0.131348843082168,0.0,0.1505887213385664,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1216,2016-11-01,520,Reconstruction of Warren and John Streets,Roadway reconstruction of Warren Street from West Street to Broadway and John Street from Broadway to William Street,Streets and Roadways,Manhatten,DDC,DOT,Construction Procurement,2004-12-06,30718000.0,-961000.0,4161000.0,2018-07-12,125.0,729.0,31679000.0,2018-03-09,4841.0,-0.03033555352126014,0.131348843082168,0.0258211113406321,0.1505887213385664,5.0,3.0,-961000.0,125.0,1.0,1.0,1.0,1.0
1215,2017-04-01,520,Reconstruction of Warren and John Streets,Roadway reconstruction of Warren Street from West Street to Broadway and John Street from Broadway to William Street,Streets and Roadways,Manhatten,DDC,DOT,Construction,2004-12-06,30718000.0,0.0,4161000.0,2019-07-07,360.0,729.0,31679000.0,2018-03-09,4841.0,0.0,0.131348843082168,0.07436480066102046,0.1505887213385664,5.0,3.0,-961000.0,485.0,0.0,1.0,1.0,2.0
1214,2017-09-01,520,Reconstruction of Warren and John Streets,Roadway reconstruction of Warren Street from West Street to Broadway and John Street from Broadway to William Street,Streets and Roadways,Manhatten,DDC,DOT,Construction,2004-12-06,30823000.0,105000.0,4161000.0,2019-07-07,0.0,729.0,31679000.0,2018-03-09,4841.0,0.003314498563717289,0.131348843082168,0.0,0.1505887213385664,5.0,3.0,-856000.0,485.0,1.0,0.0,2.0,2.0
1213,2018-03-01,520,Reconstruction of Warren and John Streets,Roadway reconstruction of Warren Street from West Street to Broadway and John Street from Broadway to William Street,Streets and Roadways,Manhatten,DDC,DOT,Construction,2004-12-06,30823000.0,0.0,4161000.0,2019-07-07,0.0,729.0,31679000.0,2018-03-09,4841.0,0.0,0.131348843082168,0.0,0.1505887213385664,5.0,3.0,-856000.0,485.0,0.0,0.0,2.0,2.0
1212,2018-08-01,520,Reconstruction of Warren and John Streets,Roadway reconstruction of Warren Street from West Street to Broadway and John Street from Broadway to William Street,Streets and Roadways,Manhatten,DDC,DOT,Construction,2004-12-06,29887000.0,-936000.0,4161000.0,2019-07-07,0.0,729.0,31679000.0,2018-03-09,4841.0,-0.02954638719656555,0.131348843082168,0.0,0.1505887213385664,5.0,3.0,-1792000.0,485.0,1.0,0.0,3.0,2.0
1211,2019-01-01,520,Reconstruction of Warren and John Streets,Roadway reconstruction of Warren Street from West Street to Broadway and John Street from Broadway to William Street,Streets and Roadways,Manhatten,DDC,DOT,Construction,2004-12-06,35135000.0,5248000.0,4161000.0,2020-03-07,244.0,729.0,31679000.0,2018-03-09,4841.0,0.16566179487988889,0.131348843082168,0.05040280933691386,0.1505887213385664,5.0,3.0,3456000.0,729.0,1.0,1.0,4.0,3.0
1210,2019-05-01,520,Reconstruction of Warren and John Streets,Street Reconstruction of Warren St. from West St. to Broadway and John St. from Broadway to William St.,Streets and Roadways,Manhatten,DDC,DOT,Construction,2004-12-06,35135000.0,0.0,4161000.0,2020-03-07,0.0,729.0,31679000.0,2018-03-09,4841.0,0.0,0.131348843082168,0.0,0.1505887213385664,5.0,3.0,3456000.0,729.0,0.0,0.0,4.0,3.0
1209,2019-09-01,520,Reconstruction of Warren and John Streets,Street Reconstruction of Warren St. from West St. to Broadway and John St. from Broadway to William St.,Streets and Roadways,Manhatten,DDC,DOT,Construction,2004-12-06,35840000.0,705000.0,4161000.0,2020-03-07,0.0,729.0,31679000.0,2018-03-09,4841.0,0.02225449035638751,0.131348843082168,0.0,0.1505887213385664,5.0,3.0,4161000.0,729.0,1.0,0.0,5.0,3.0
1226,2016-06-01,522,Power Distribution at Bowery Bay WWTP,Power Distribution at Bowery Bay WWTP.,Wastewater Treatment,Queens,DEP,DEP,Design,2015-11-13,45499538.0,0.0,23868357.2,2020-12-11,0.0,689.0,45499538.0,2020-12-11,1855.0,0.0,0.5245846056722597,0.0,0.37142857142857144,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
1225,2016-11-01,522,Power Distribution at Bowery Bay WWTP,Power Distribution at Bowery Bay WWTP.,Wastewater Treatment,Queens,DEP,DEP,Construction Procurement,2015-11-13,46208326.0,708788.0,23868357.2,2021-02-03,54.0,689.0,45499538.0,2020-12-11,1855.0,0.015577916417524942,0.5245846056722597,0.029110512129380053,0.37142857142857144,8.0,8.0,708788.0,54.0,1.0,1.0,1.0,1.0
1224,2017-04-01,522,Power Distribution at Bowery Bay WWTP,Power Distribution at Bowery Bay WWTP.,Wastewater Treatment,Queens,DEP,DEP,Construction Procurement,2015-11-13,41557728.2,-4650598.0,23868357.2,2021-04-23,79.0,689.0,45499538.0,2020-12-11,1855.0,-0.10221198289969449,0.5245846056722597,0.042587601078167114,0.37142857142857144,8.0,8.0,-3941810.0,133.0,1.0,1.0,2.0,2.0
1223,2017-09-01,522,Power Distribution at Bowery Bay WWTP,Power Distribution at Bowery Bay WWTP.,Wastewater Treatment,Queens,DEP,DEP,Construction Procurement,2015-11-13,47108394.46,5550666.0,23868357.2,2021-06-21,59.0,689.0,45499538.0,2020-12-11,1855.0,0.12199389804793183,0.5245846056722597,0.031805929919137464,0.37142857142857144,8.0,8.0,1608856.0,192.0,1.0,1.0,3.0,3.0
1222,2018-03-01,522,Power Distribution at Bowery Bay WWTP,Power Distribution at Bowery Bay WWTP.,Wastewater Treatment,Queens,DEP,DEP,Construction Procurement,2015-11-13,41108688.2,-5999706.0,23868357.2,2021-08-07,47.0,689.0,45499538.0,2020-12-11,1855.0,-0.13186300924637961,0.5245846056722597,0.025336927223719677,0.37142857142857144,8.0,8.0,-4390850.0,239.0,1.0,1.0,4.0,4.0
1221,2018-08-01,522,Power Distribution at Bowery Bay WWTP,Power Distribution at Bowery Bay WWTP.,Wastewater Treatment,Queens,DEP,DEP,Construction Procurement,2015-11-13,49802124.0,8693436.0,23868357.2,2022-03-14,219.0,689.0,45499538.0,2020-12-11,1855.0,0.19106646753204395,0.5245846056722597,0.11805929919137466,0.37142857142857144,8.0,8.0,4302586.0,458.0,1.0,1.0,5.0,5.0
1220,2019-01-01,522,Power Distribution at Bowery Bay WWTP,Power Distribution at Bowery Bay WWTP.,Wastewater Treatment,Queens,DEP,DEP,Construction Procurement,2015-11-13,47786259.2,-2015865.0,23868357.2,2022-06-29,107.0,689.0,45499538.0,2020-12-11,1855.0,-0.04430517514265749,0.5245846056722597,0.05768194070080863,0.37142857142857144,8.0,8.0,2286721.0,565.0,1.0,1.0,6.0,6.0
1219,2019-05-01,522,Power Distribution at Bowery Bay WWTP,Power Distribution at Bowery Bay WWTP.,Wastewater Treatment,Queens,DEP,DEP,Construction Procurement,2015-11-13,67305899.0,19519640.0,23868357.2,2022-09-19,82.0,689.0,45499538.0,2020-12-11,1855.0,0.42900743299855043,0.5245846056722597,0.044204851752021566,0.37142857142857144,8.0,8.0,21806361.0,647.0,1.0,1.0,7.0,7.0
